row_ref,field_key,issue_type,severity,details,original,suggestion,human_decision,notes
ROW:2|KEY:When_adding_Key_Principals_to_the_structure_please_link_all_directors_shareholders_partners_and_corporate_entities_connected_to_the_businessorganisation_which_may_include_General_Partner_Corporate_Director_Company_Secretary_Beneficial_ownersControlling_persons_etc_For_Limited_Liability_Partnerships_please_identify_all_Managing_Partners_if_corporate_entities_include_their_ownership_For_Limited_Partnerships_please_identify_all_General_Partners_if_corporate_entities_include_their_ownership_and_also_provide_details_of_the_Directors_and_Company_Secretary_of_the_General_Partners_if_a_company_or_MembersPartners_if_a_Limited_Liability_Partnership_For_trusts_please_include_all_named_parties_to_the_trust_if_corporate_entities_include_their_ownership_Please_include_all_individualslegal_entityies_that_have_a_controlling_or_material_interest_in_the_organisationbusiness_Please_ensure_that_details_are_provided_for_every_individuallegal_entity_who_directly_or_indirectly_owns_or_controls_25_or_more_of_the_businessorganisation_and_those_that_hold_a_material_interest_for_High_Risk_applications_this_would_be_10_or_more_Refer_to_glossary_contained_in_wwwrbsinternationalcomtaxresidency_for_definition_on_Controlling_person_Material_Interest_is_defined_as_those_beneficial_ownerscontrolling_persons_who_may_have_effective_control_over_the_capital_or_assets_whilst_not_holding_a_significant_percentage_ownership_In_all_instances_full_ownership_and_control_structure_needs_to_be_keyed_or_your_application_might_be_rejected_and_you_will_be_required_to_apply_again,When_adding_Key_Principals_to_the_structure_please_link_all_directors_shareholders_partners_and_corporate_entities_connected_to_the_businessorganisation_which_may_include_General_Partner_Corporate_Director_Company_Secretary_Beneficial_ownersControlling_persons_etc_For_Limited_Liability_Partnerships_please_identify_all_Managing_Partners_if_corporate_entities_include_their_ownership_For_Limited_Partnerships_please_identify_all_General_Partners_if_corporate_entities_include_their_ownership_and_also_provide_details_of_the_Directors_and_Company_Secretary_of_the_General_Partners_if_a_company_or_MembersPartners_if_a_Limited_Liability_Partnership_For_trusts_please_include_all_named_parties_to_the_trust_if_corporate_entities_include_their_ownership_Please_include_all_individualslegal_entityies_that_have_a_controlling_or_material_interest_in_the_organisationbusiness_Please_ensure_that_details_are_provided_for_every_individuallegal_entity_who_directly_or_indirectly_owns_or_controls_25_or_more_of_the_businessorganisation_and_those_that_hold_a_material_interest_for_High_Risk_applications_this_would_be_10_or_more_Refer_to_glossary_contained_in_wwwrbsinternationalcomtaxresidency_for_definition_on_Controlling_person_Material_Interest_is_defined_as_those_beneficial_ownerscontrolling_persons_who_may_have_effective_control_over_the_capital_or_assets_whilst_not_holding_a_significant_percentage_ownership_In_all_instances_full_ownership_and_control_structure_needs_to_be_keyed_or_your_application_might_be_rejected_and_you_will_be_required_to_apply_again,Passive Voice,Low,Could be more direct,"When adding Key Principals to the structure, please link all directors, shareholders, partners and corporate entities connected to the business/organisation which may include General Partner, Corporate Director, Company Secretary, Beneficial owners/Controlling persons* etc.

For Limited Liability Partnerships, please identify all Managing Partners (if corporate entities include their ownership).

For Limited Partnerships, please identify all General Partners (if corporate entities include their ownership), and also provide details of the Directors and Company Secretary of the General Partner/s (if a company) or Members/Partners (if a Limited Liability Partnership).

For trusts, please include all named parties to the trust (if corporate entities include their ownership).

Please include all individual(s)/legal entity(ies) that have a controlling or material interest** in the organisation/business. Please ensure that details are provided for every individual/legal entity who directly or indirectly owns or controls 25% or more of the business/organisation and those that hold a material interest. (for High Risk applications this would be 10% or more)

*Refer to glossary contained in www.rbsinternational.com/taxresidency for definition on Controlling person.

**Material Interest is defined as those beneficial owners/controlling persons who may have effective control over the capital or assets whilst not holding a significant percentage ownership.

In all instances full ownership and control structure needs to be keyed or your application might be rejected and you will be required to apply again.","When adding Key Principals to the structure, please link all directors, shareholders, partners and corporate entities connected to the business/organisation which may include General Partner, Corporate Director, Company Secretary, Beneficial owners/Controlling persons* etc.

For Limited Liability Partnerships, please identify all Managing Partners (if corporate entities include their ownership).

For Limited Partnerships, please identify all General Partners (if corporate entities include their ownership), and also provide details of the Directors and Company Secretary of the General Partner/s (if a company) or Members/Partners (if a Limited Liability Partnership).

For trusts, please include all named parties to the trust (if corporate entities include their ownership).

Please include all individual(s)/legal entity(ies) that have a controlling or material interest** in the organisation/business. Please ensure that details are provided for every individual/legal entity who directly or indirectly owns or controls 25% or more of the business/organisation and those that hold a material interest. (for High Risk applications this would be 10% or more)

*Refer to glossary contained in www.rbsinternational.com/taxresidency for definition on Controlling person.

**Material Interest is defined as those beneficial owners/controlling persons who may have effective control over the capital or assets whilst not holding a significant percentage ownership.

In all instances full ownership and control structure needs to be keyed or your application might be rejected and you will be required to apply again.",,
ROW:2|KEY:When_uploading_the_mandate_document_please_ensure_it_is_dated_and_has_been_signed_by_the_individuals_with_the_correct_authority,When_uploading_the_mandate_document_please_ensure_it_is_dated_and_has_been_signed_by_the_individuals_with_the_correct_authority,Passive Voice,Low,Could be more direct,When uploading the mandate document please ensure it is dated and has been signed by the individual/s with the correct authority.,When uploading the mandate document please ensure it is dated and has been signed by the individual/s with the correct authority.,,
ROW:2|KEY:GENRDStatement,GENRDStatement,Passive Voice,Low,Could be more direct,"I confirm I have considered whether there are any potential high risk characteristics or behaviours present, and factored these into the decision whether to accept or retain the relationship and whether an internal suspicion report should be submitted. I have completed the business appetite, reputational and ESE risks and tax assessment of the client. I confirm that nothing fundamental has changed since that prior review which would alter my assessment - RD TO COMPLETE","I confirm I have considered whether there are any potential high risk characteristics or behaviours present, and factored these into the decision whether to accept or retain the relationship and whether an internal suspicion report should be submitted. I have completed the business appetite, reputational and ESE risks and tax assessment of the client. I confirm that nothing fundamental has changed since that prior review which would alter my assessment - RD TO COMPLETE",,
ROW:2|KEY:SPERDBAConfirmation,SPERDBAConfirmation,Passive Voice,Low,Could be more direct,Please confirm that there have been no material changes to this application that can affect that the Business Appetite Rating and that the Business Appetite for this application is correct - RD TO COMPLETE,Please confirm that there have been no material changes to this application that can affect that the Business Appetite Rating and that the Business Appetite for this application is correct - RD TO COMPLETE,,
ROW:2|KEY:SPENonHighBusAppMandateAppropriate,SPENonHighBusAppMandateAppropriate,Passive Voice,Low,Could be more direct,Mandate should be appropriate for the counter-party - ensure appropriate mandate used. - RD TO COMPLETE,Mandate should be appropriate for the counter-party - ensure appropriate mandate used. - RD TO COMPLETE,,
ROW:2|KEY:SPEOBCHECKFormComplete,SPEOBCHECKFormComplete,Passive Voice,Low,Could be more direct,"OBT - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed","OBT - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed",,
ROW:2|KEY:SPENASCHECKFormComplete,SPENASCHECKFormComplete,Passive Voice,Low,Could be more direct,"NAS - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed","NAS - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed",,
ROW:2|KEY:SPEOBCHECKNonResidentJurisdiction,SPEOBCHECKNonResidentJurisdiction,Passive Voice,Low,Could be more direct,OBT - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,OBT - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,,
ROW:2|KEY:SPENASCHECKNonResidentJurisdiction,SPENASCHECKNonResidentJurisdiction,Passive Voice,Low,Could be more direct,NAS - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,NAS - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,,
ROW:2|KEY:SPEOBCHECKRelationKey1,SPEOBCHECKRelationKey1,Passive Voice,Low,Could be more direct,OBT - Check that the correct eQ Relation Alpha Key 1 has been input  ,OBT - Check that the correct eQ Relation Alpha Key 1 has been input  ,,
ROW:2|KEY:SPEOBCHECKRelationKey2,SPEOBCHECKRelationKey2,Passive Voice,Low,Could be more direct,OBT - Check that the correct eQ Relation Alpha Key 2 has been input  ,OBT - Check that the correct eQ Relation Alpha Key 2 has been input  ,,
ROW:2|KEY:SPEOBCHECKRelationKey3,SPEOBCHECKRelationKey3,Passive Voice,Low,Could be more direct,OBT - Check that the correct eQ Relation Alpha Key 3 has been input  ,OBT - Check that the correct eQ Relation Alpha Key 3 has been input  ,,
ROW:2|KEY:SPEOBCHECKRelationKey4,SPEOBCHECKRelationKey4,Passive Voice,Low,Could be more direct,OBT - Check that the correct eQ Relation Alpha Key 4 has been input  ,OBT - Check that the correct eQ Relation Alpha Key 4 has been input  ,,
ROW:2|KEY:SPENASCHECKRelationKey1,SPENASCHECKRelationKey1,Passive Voice,Low,Could be more direct,NAS - Check that the correct eQ Relation Alpha Key 1 has been input  ,NAS - Check that the correct eQ Relation Alpha Key 1 has been input  ,,
ROW:2|KEY:SPENASCHECKRelationKey2,SPENASCHECKRelationKey2,Passive Voice,Low,Could be more direct,NAS - Check that the correct eQ Relation Alpha Key 2 has been input  ,NAS - Check that the correct eQ Relation Alpha Key 2 has been input  ,,
ROW:2|KEY:SPENASCHECKRelationKey3,SPENASCHECKRelationKey3,Passive Voice,Low,Could be more direct,NAS - Check that the correct eQ Relation Alpha Key 3 has been input  ,NAS - Check that the correct eQ Relation Alpha Key 3 has been input  ,,
ROW:2|KEY:SPENASCHECKRelationKey4,SPENASCHECKRelationKey4,Passive Voice,Low,Could be more direct,NAS - Check that the correct eQ Relation Alpha Key 4 has been input  ,NAS - Check that the correct eQ Relation Alpha Key 4 has been input  ,,
ROW:2|KEY:SPEOBCHECKExternalCert,SPEOBCHECKExternalCert,Passive Voice,Low,Could be more direct,"OBT - External Certification where applicable independent checks have been carried out and the certifier has put the following on the copy documents:
• Personally sign and date the copy document,
• Provide full name, position, firm work for, location, membership number for professional body.
• Include adequate level of information to contact if req (e.g. phone number). 

Original signature, no copies of copies
Care certification wording in Guernsey and Gibraltar.
Care if certifier is in a different country to customer.","OBT - External Certification where applicable independent checks have been carried out and the certifier has put the following on the copy documents:
• Personally sign and date the copy document,
• Provide full name, position, firm work for, location, membership number for professional body.
• Include adequate level of information to contact if req (e.g. phone number). 

Original signature, no copies of copies
Care certification wording in Guernsey and Gibraltar.
Care if certifier is in a different country to customer.",,
